balance,longitude,latitude
1410,39.85,-3.6333
1325.09,37.6166,-1.8
1318.69163748685,39.5,-3.9833
1297.51,36.8877240016107,-1.324728
1252,36.8445084441166,-1.3112602
1232.44,36.8445084441166,-1.3112602
1232.03,39.5,-3.9833
1220,36.751643,-1.2784631
1200,36.8445084441166,-1.3112602
1196.18,36.8445084441166,-1.3112602
1180,39.6080734233011,-3.9861806
1168.54441010838,39.5,-3.9666
1166.92,39.3166,-4.1333
1166.65,36.8445084441166,-1.3112602
1140,36.8445084441166,-1.3112602
1138.48,36.8445084441166,-1.3112602
1101,36.8379395050161,-1.31309195
1079.5,36.8445084441166,-1.3112602
1040.78,36.8445084441166,-1.3112602
1030,36.8445084441166,-1.3112602
1028,36.751643,-1.2784631
1010.96,36.9012224,-1.2208721
995,39.3166,-4.1333
939,34.4891,0.3363
922,36.8445084441166,-1.3112602
889,36.8445084441166,-1.3112602
877.46,39.5,-3.9833
860,39.7166,-4
843,36.8734886563951,-1.31135195
836.03,36.8414734,-1.2863428
832.06,34.7643953573121,-0.10435965
825,39.4,-4.05
821,36.8403191522715,-1.3080507
820.875508104914,39.4333,-3.9666
819.21,36.3146265,-0.5004807
800,34.4666,-1.0666
800,34.4891,0.3363
799,36.9168615,-1.202836
787,34.451983,-0.530371
770,39.4333,-3.9666
760,39.742359,-3.947402
748.15,36.8445084441166,-1.3112602
710,34.2861,0.06
701,39.4333,-3.9666
694.85,39.5,-3.9833
673.44,36.8445084441166,-1.3112602
661,36.8500098,-1.297993
660,36.8445084441166,-1.3112602
616,37.3952697645255,-1.27900465
614,39.3166,-4.1333
611.41,36.8445084441166,-1.3112602
604.93,36.8956047,-1.2921312
598.03,36.8445084441166,-1.3112602
561,34.2861,0.06
551.25,36.8379395050161,-1.31309195
550,39.4333,-3.9666
539,34.1110809,0.4643485
537.46,36.8445084441166,-1.3112602
494.5,36.8445084441166,-1.3112602
474,39.6321273,-3.814156
459,39.85,-3.6333
455,39.667169,-4.05052
453.96,36.9012224,-1.2208721
451.717726408401,36.751643,-1.2784631
450,36.8379395050161,-1.31309195
447,39.3166,-4.1333
445,34.451983,-0.530371
445,36.8743999,-1.3285901
445,36.8445084441166,-1.3112602
443,36.8423318837979,-1.29367385
439,35.2715481,0.5198329
439,36.8445084441166,-1.3112602
439,36.8445084441166,-1.3112602
439,36.8872045,-1.2945355
439,37.077523,-1.036648
427.5,36.8445084441166,-1.3112602
424,39.5,-3.9833
420,39.85,-3.6333
419,39.8232976,-3.5378102
400,39.4333,-3.9666
400,36.8877240016107,-1.324728
400,36.8877240016107,-1.324728
400,36.8501812,-1.3194354
400,34.451983,-0.530371
400,36.8308169501179,-1.30422895
400,39.667169,-4.05052
400,34.4891,0.3363
400,39.4333,-3.9666
400,39.85,-3.6833
400,37.077523,-1.036648
398,39.4333,-3.9666
390,39.3166,-4.1333
386.03,36.8445084441166,-1.3112602
381,36.8379395050161,-1.31309195
362,36.8172449,-1.2832533
360,39.4333,-3.9666
360,39.5,-3.9833
360,39.4333,-3.9666
352,36.751643,-1.2784631
350,36.9168615,-1.202836
341.06,36.8445084441166,-1.3112602
310,36.8802974,-1.2915833
274.03,34.2001350099963,-0.06040135
267.03,36.8445084441166,-1.3112602
262.06,36.8445084441166,-1.3112602
262,36.8445084441166,-1.3112602
231.5,36.8445084441166,-1.3112602
231.24,39.1050955282177,-4.1836067
207.06,36.8445084441166,-1.3112602
197.46,39.5,-3.9833
195,36.8445084441166,-1.3112602
172,36.8445084441166,-1.3112602
165.01,36.8383457,-1.3196994
162.03,34.451983,-0.530371
159,39.4333,-3.9666
146.06,34.7643953573121,-0.10435965
145.03,34.451983,-0.530371
139,39.4333,-3.9666
135,36.8445084441166,-1.3112602
130,39.5,-3.9833
128,36.8445084441166,-1.3112602
113,36.8379395050161,-1.31309195
112.03,39.4333,-3.9666
112,39.4333,-3.9666
108,39.4333,-3.9666
106.03,39.4333,-3.9666
103,36.8445084441166,-1.3112602
100,36.8445084441166,-1.3112602
89,37.077523,-1.036648
86.03,36.8445084441166,-1.3112602
84,36.9057928,-1.1856847
82,36.751643,-1.2784631
78,36.0194955015282,0.72514575
78,36.8445084441166,-1.3112602
75,36.8445084441166,-1.3112602
74.09,36.8445084441166,-1.3112602
74.03,36.8445084441166,-1.3112602
74,36.8445084441166,-1.3112602
73,36.8445084441166,-1.3112602
72,36.8445084441166,-1.3112602
71,36.8445084441166,-1.3112602
64.49,36.8445084441166,-1.3112602
60.92,36.8379395050161,-1.31309195
60.06,36.8445084441166,-1.3112602
58,39.4666,-4.0333
57,36.8486835,-1.2778285
54.06,36.8445084441166,-1.3112602
45,36.8445084441166,-1.3112602
45,34.4891,0.3363
42,36.8445084441166,-1.3112602
41.12,36.8445084441166,-1.3112602
39,36.0194955015282,0.72514575
37,36.8445084441166,-1.3112602
37,36.8379395050161,-1.31309195
37,37.077523,-1.036648
31,36.8486835,-1.2778285
31,36.8445084441166,-1.3112602
31,36.8445084441166,-1.3112602
31,39.4333,-3.9666
31,36.8872045,-1.2945355
30.47,36.8445084441166,-1.3112602
30,36.8877240016107,-1.324728
30,36.8445084441166,-1.3112602
27,36.751643,-1.2784631
27,39.3166,-4.1333
24,36.8445084441166,-1.3112602
7,34.2861,0.06
0.03,36.8379395050161,-1.31309195
2.62144E-13,36.8445084441166,-1.3112602
0,36.8734886563951,-1.31135195
0,34.2861,0.06
0,36.8379395050161,-1.31309195
0,36.8445084441166,-1.3112602
0,39.5,-3.9833
0,39.3166,-4.1333
